page_number,is_bold,is_italic,is_underline,is_all_caps,word_count,norm_font_size,font,font_size,x0,y0,x1,y1,space_above,space_below,space_left,space_right,text
13,0,0,0,0,5,9,/JROCXJ+CMMI10,9.96,70.49,612.53,149.68,622.49,612.53,219.4,70.49,445.59,5) Send { GK }k;3
13,0,0,0,0,5,9,/JROCXJ+CMMI10,9.96,70.49,588.22,151.72,598.18,588.22,243.71,70.49,443.56,6) Store { GK }k;3
13,0,0,0,0,4,9,/SUOVAD+CMR10,9.96,70.49,563.91,127.14,573.87,563.91,268.02,70.49,468.13,7) Send ID ;
13,0,0,0,1,1,9,/NZSRLW+CMBX10,9.96,70.49,551.56,105.36,561.52,551.56,280.37,70.49,489.92,RSU/KDC
13,0,0,0,0,31,9,/SUOVAD+CMR10,9.96,70.49,514.2,369.37,549.56,514.2,292.33,70.49,225.91,8) Verify the expiry time of the public key of the vehicle; 9) Check the version of the group key possessed by the vehicle; 10) Encrypt GK ; 4 with k
13,0,0,0,0,5,9,/JROCXJ+CMMI10,9.96,70.49,503.73,154.66,513.7,503.73,328.19,70.49,440.61,11) Send { GK }k;4
13,0,0,0,0,11,9,/JROCXJ+CMMI10,9.96,70.49,467.47,163.02,489.39,467.47,352.5,70.49,432.25,11) Block { GK }k; 4 12) Send { GK }k;3
13,0,0,0,0,6,9,/JROCXJ+CMMI10,9.96,70.49,443.16,173.26,453.12,443.16,388.77,70.49,422.02,13) Decrypt { GK }k; 3
13,0,0,0,0,4,9,/SUOVAD+CMR10,9.96,70.49,431.21,146.06,441.17,431.21,400.72,70.49,449.22,14) Accept GK ;3
13,0,0,0,0,15,6,/NAUQMW+CMR12,11.96,64.51,402.18,548.09,415.93,402.18,425.96,64.51,47.19,"Consequently, the vehicle holds group key GK3 while KDC’s version of the group key is"
13,0,0,0,0,19,6,/NJVWMM+CMMI12,11.96,64.51,389.53,608.49,401.49,389.53,440.4,64.51,-13.21,"GK . In other words, the vehicle cannot communicate with the group as it uses an old key. 4"
13,0,0,0,0,73,6,/NAUQMW+CMR12,11.96,64.51,317.3,626.41,387.04,317.3,454.85,64.51,-31.13,"The attack is possible if the vehicle leaves the network at the end of a day and joins the network in the following morning. The duration is suﬃcient for the key update to happen twice. It should be noted that the privacy of the vehicle is also violated since the identity of the vehicle is explicitly used to update keys. Hence, the protocol does not preserve the conditional anonymity and unlinkability of vehicles."
13,0,0,0,1,2,6,/GGAXSG+CMTI12,11.96,64.51,290.9,124.29,302.85,290.9,539.04,64.51,470.99,4.1.2. V2V
13,0,0,0,0,16,6,/NAUQMW+CMR12,11.96,82.07,275.46,626.03,287.41,275.46,554.48,82.07,-30.76,The objective of the protocol is to perform the key update between vehicles in the absence
13,0,0,0,0,48,6,/NAUQMW+CMR12,11.96,64.51,217.67,614.45,272.97,217.67,568.92,64.51,-19.18,"of RSU coverage. The keys are exchanged over a conﬁdential channel which is established using the existing common group key. The party requesting the key update proves their identity to the party supplying the new key, using an asymmetric key-based challenge-response mechanism. The steps below present the protocol."
14,0,0,0,0,11,9,/SUOVAD+CMR10,9.96,70.49,688.14,213.24,710.06,688.14,131.83,70.49,382.04,1) Request using group name ; 2) Open secure channel ;
14,0,0,0,0,5,9,/SUOVAD+CMR10,9.96,70.49,663.83,274.98,673.8,663.83,168.09,70.49,320.3,3) Send encrypted subscription information;
14,0,0,0,0,4,9,/SUOVAD+CMR10,9.96,70.49,639.53,155.48,649.49,639.53,192.4,70.49,439.8,4) Send challenge ;
14,0,0,0,0,12,9,/SUOVAD+CMR10,9.96,70.49,603.26,257.03,625.18,603.26,216.71,70.49,338.24,5) Compute response for the challenge ; 6) Send the response ;
14,0,0,0,0,9,9,/SUOVAD+CMR10,9.96,70.49,567.0,177.16,588.91,567.0,252.98,70.49,418.11,7) Verify the response 8) Send encrypted GK ;
14,0,0,0,0,4,9,/SUOVAD+CMR10,9.96,70.49,542.69,140.04,552.65,542.69,289.24,70.49,455.24,9) Verify GK ;
14,0,0,0,0,14,6,/NAUQMW+CMR12,11.96,82.07,515.46,577.12,527.41,515.46,314.48,82.07,18.16,Security Analysis: This protocol lacks KKS. As the secure channel is opened based on
14,0,0,0,0,23,6,/NAUQMW+CMR12,11.96,64.51,486.57,556.9,512.97,486.57,328.92,64.51,38.38,"the current group key, knowledge of a previous session key can help Ato acquire the future session key just by eavesdropping the communications."
14,0,0,0,0,6,6,/GGAXSG+CMTI12,11.96,64.51,460.16,249.82,472.12,460.16,369.77,64.51,345.46,4.2. Ying et al. Protocol Suite
14,0,0,0,0,14,6,/NAUQMW+CMR12,11.96,82.07,442.73,632.01,454.68,442.73,387.21,82.07,-36.73,A trusted server updates keys of vehicles after verifying the authenticity of vehicles. For
14,0,0,0,0,18,6,/NAUQMW+CMR12,11.96,64.51,413.84,614.45,440.24,413.84,401.65,64.51,-19.18,"the nomenclature, the reader is referred to the work of Ying et al. [15]. LGKP is described below."
14,0,0,0,0,12,6,/NAUQMW+CMR12,11.96,82.07,397.6,436.62,411.35,397.6,430.54,82.07,158.66,"Step 1: The dynamic login identity DIDV i,j is created as follows:"
14,0,0,0,0,10,6,/NJVWMM+CMMI12,11.96,93.78,373.19,267.91,386.94,373.19,454.95,93.78,327.36,Compute K = N H (PW n ).i ⊕0i ∥i
14,0,0,0,0,5,6,/NAUQMW+CMR12,11.96,93.78,350.58,251.77,366.87,350.58,475.02,93.78,343.5,) modH(IDvi0 p .Compute C=y
14,0,0,0,0,18,6,/NJVWMM+CMMI12,11.96,93.78,323.16,484.95,338.12,323.16,503.77,93.78,110.32,"Compute DIDV = H (C H (ID n )), where ni,j01 ∥0Vj j is a random number.i ∥"
14,0,0,0,0,7,6,/NAUQMW+CMR12,11.96,93.78,299.96,259.75,313.71,299.96,528.18,93.78,335.53,"Compute CV = H (DIDV k)i0i,j ∥"
14,0,0,0,0,18,6,/NJVWMM+CMMI12,11.96,93.78,274.34,454.69,289.3,274.34,552.59,93.78,140.59,"Send <DIDV i,j ,CV ,n ,T  to R , where TijVi Vi > i is the time stamp."
14,0,0,0,0,67,6,/NAUQMW+CMR12,11.96,82.07,106.49,536.97,269.23,106.49,572.65,82.07,58.31,"th RSU receives the login message at timeStep 2: When i T, it will act as follows: Check (T − T ) δT .Vi Compute DIDR = DIDV H (ID ).ii,j ⊕0Ri Send <DIDR i , CV , n , T  to trusted authority. ijRi > Step 3:Trusted authority carries out the following steps: Check (T T ) T .1 −Ri PVID Vi  modCheck C=y p ."
15,0,0,0,0,59,6,/NJVWMM+CMMI12,11.96,93.78,633.26,538.97,718.83,633.26,123.06,93.78,56.3,"Compute DIDV = H (C PVID V n ).i,j01 ∥ji ∥ DIDR  H (ID ) = H (ID ).Compute H(ID) = DIDV ∗i and check00R0i,j ⊕iRRii k = H (x PVID V T )0regi ∥ Check CV = H (DIDV k), K  H (C ), M  E (K k), where Ki0i,j ∥s =13i =Kc c is a common s"
15,0,0,0,0,6,6,/NJVWMM+CMMI12,11.96,93.78,592.44,196.87,608.63,592.44,233.26,93.78,398.41,"Send <C ,M ,T3iV i >"
15,0,0,0,0,6,6,/NAUQMW+CMR12,11.96,82.07,573.67,267.38,585.63,573.67,256.26,82.07,327.9,Step 4: RSU does the following:
15,0,0,0,0,13,6,/NJVWMM+CMMI12,11.96,93.78,521.24,262.03,562.63,521.24,279.26,93.78,333.25,"(T T ) T2 −Ri Send the message <C ,M ,T3iV i >"
15,0,0,0,0,7,6,/NAUQMW+CMR12,11.96,82.07,502.48,351.06,514.43,502.48,327.46,82.07,244.21,Step 5: Vehicle performs the following steps:
15,0,0,0,0,32,6,/NJVWMM+CMMI12,11.96,93.78,404.71,357.59,491.44,404.71,350.45,93.78,237.69,(T T ) T3 −Vi Compute C = H (k H (ID )) and check C  C310V 33 =i K = H (C1s 3 ) KDecrypt M K ci usings and store
15,0,0,0,0,13,6,/NAUQMW+CMR12,11.96,82.07,384.67,583.1,396.62,384.67,445.27,82.07,12.18,: The protocol is vulnerable to a masquerading attack. The following Security Analysis
15,0,0,0,0,52,6,/NAUQMW+CMR12,11.96,64.51,339.53,569.74,382.17,339.53,459.72,64.51,25.54,"attack explains the way any vehicle gets the secret key k of another registered vehicle. The protocol is a group key protocol, and the session key Kc is known to all group members. Knowing K , a malicious group member can compute K  H (C ) (refer sixth bulletin in cs =13"
15,0,0,0,0,44,6,/NJVWMM+CMMI12,11.96,64.51,312.44,554.55,338.84,312.44,503.05,64.51,40.73,"Step 3) as C  M E (K k). From K k, the session 3 is a public value. It can decrypti =Kccs key k  of any other group member can be recovered as K k ⊕ K . It is noted that the cc"
15,0,0,0,0,42,6,/NAUQMW+CMR12,11.96,64.51,269.1,626.41,309.95,269.1,531.94,64.51,-31.13,"arbitrary vehicle can complete the whole protocol until Step 5. Hence, the protocol lacks the known key secrecy. If anyone of the past session keys is leaked from the recorded message, the current session key k can be acquired as mentioned above."
15,0,0,0,0,4,6,/LNZLED+CMBX12,11.96,64.51,237.43,190.04,249.38,237.43,592.51,64.51,405.23,5. Our Protocol Suite
15,0,0,0,0,12,6,/NAUQMW+CMR12,11.96,82.07,214.72,602.12,226.67,214.72,615.22,82.07,-6.85,"Our protocol suite consists of ten protocols: vehicle registration protocol (VRP), RSU"
15,0,0,0,0,60,6,/NAUQMW+CMR12,11.96,64.51,128.04,596.52,212.23,128.04,629.66,64.51,-1.24,"registration protocol (RSURP), TM registration protocol (TMRP), vehicle user authentication protocol (VUAP), tri-party key dissemination protocol for V2I communication (TV2I), key dissemination protocol for V2V communication (KV2VP), a protocol for exchanging messages (PEM), oﬄine password change protocol (OPCP) and vehicle complain protocol (VCP). In particular, VUAP, TV2IP, PEM and VCP are symmetric-key protocols and KV2VP is an asymmetric key protocol."
15,0,0,0,0,11,6,/NAUQMW+CMR12,11.96,82.07,113.6,584.19,125.55,113.6,716.34,82.07,11.09,"The protocol starts with TMs registration (TMRP), vehicle owners registration (VRP)"
15,0,0,0,0,14,6,/NAUQMW+CMR12,11.96,64.51,99.15,572.61,111.11,99.15,730.78,64.51,22.67,and RSUs registration (RSURP). Figure 3 presents the steps involved in VRP and VUAP.
16,0,0,0,0,82,6,/NAUQMW+CMR12,11.96,64.51,620.2,602.5,704.38,620.2,137.51,64.51,-7.22,"carries out VUAP to mutually authenticate each other before connecting to VANET. O in Figure 3 shows the steps involved in VUAP. Upon successful execution of VUAP, vehicles follow TV2I to update keys from KDC . Update of keys between vehicles can be done by following KV2VP. PEM is performed by RSUs and vehicles to exchange information, such as LBSIs, information about current traﬃc status, etc. Misbehaving vehicles or RSUs during the protocol actions can be intimated to KDC by following VCP."
16,0,0,0,0,7,9,/SUOVAD+CMR10,9.96,185.93,597.55,444.96,607.51,597.55,234.38,185.93,150.32,"Table 2: Protocols, objectives and involved parties."
16,0,0,0,0,3,6,/NAUQMW+CMR12,11.96,93.89,545.11,165.62,586.75,545.11,255.14,93.89,429.65,Registration Registration Registration
16,0,0,0,0,5,6,/NAUQMW+CMR12,11.96,74.79,530.26,629.45,542.22,530.26,299.67,74.79,-34.17,User authentication VUAP Authenticate owner/driver
16,0,0,0,0,9,6,/NAUQMW+CMR12,11.96,78.17,456.44,219.36,512.93,456.44,328.96,78.17,375.91,Key dissemination Key dissemination KV2VP Message exchange Password change
16,0,0,0,0,4,6,/NAUQMW+CMR12,11.96,81.98,427.15,601.1,439.11,427.15,402.78,81.98,-5.83,Vehicle complain Making complaints
16,0,0,0,0,3,6,/NAUQMW+CMR12,11.96,488.23,412.7,625.72,424.66,412.7,417.23,488.23,-30.44,of misbehaving vehicles
16,0,0,0,0,23,6,/NAUQMW+CMR12,11.96,74.79,384.18,608.1,409.82,384.18,432.07,74.79,-12.82,"(*) Initial registration is achieved at a physical proximity. Table 2 presents goals of the protocols, parties and speciﬁes the type of communication"
16,0,0,0,0,22,6,/NAUQMW+CMR12,11.96,64.51,355.29,590.54,381.69,355.29,460.2,64.51,4.74,"channel used. We follow the notations from Table 1. Before presenting the protocols, we describe the procedure for generating keys by KDC."
16,0,0,0,0,8,6,/GGAXSG+CMTI12,11.96,64.51,328.89,375.35,340.85,328.89,501.04,64.51,219.93,5.1. Group Key Generation Procedure and Setup (GGPS)
16,0,0,0,0,15,6,/NAUQMW+CMR12,11.96,82.07,311.46,614.08,323.41,311.46,518.48,82.07,-18.8,"The objective of the protocol is to generate group keys. GGPS assures the key integrity,"
16,0,0,0,0,27,6,/NAUQMW+CMR12,11.96,64.51,282.57,614.45,308.97,282.57,532.92,64.51,-19.18,i.e. vehicles can check the integrity of keys and ensure that the keys are indeed generated by the KDC . KDC generates a group key as follows:
16,0,0,0,0,41,6,/NJVWMM+CMMI12,11.96,93.78,184.93,343.16,270.11,184.93,571.78,93.78,252.11,"ver  vergk = gk + 1 K =  H ( ver K ) where λgk ∥c R Z p P for 1 = (0,1)GK K, GK 1part2 =part1 =K ·K ̸ GK =  f (GK , GK , ver ) part1part2gk"
16,0,0,0,0,20,6,/NAUQMW+CMR12,11.96,64.51,146.08,579.86,172.48,146.08,669.41,64.51,15.42,"Consuming GK , GK  verpart1part2 and gk as separate values, vehicles can check the integrity of the key as follows:"
16,0,0,0,0,8,6,/NJVWMM+CMMI12,11.96,93.78,119.88,290.7,133.62,119.88,708.27,93.78,304.58,"e(GK ,GK Y ) e(P,Q ) part1part2 ·"
16,0,0,0,0,87,6,/NAUQMW+CMR12,11.96,0.0,-11.96,532.01,0.0,-11.96,841.89,0.0,63.27,"1 in Figure 3 shows the registration of an owner with KDC. Vehicle and its owner/driver  2  Protocol Channel Parties Primary security goal VRP Secure* Vehicles and KDC Share secret elements RSURP Secure* RSUs and KDC Share secret elements TMRP Secure* TMs and KDC Share secret elements Insecure Driver/owner, vehicle and TV2I Insecure Vehicle, RSUs and KDC Exchange session key Insecure Vehicles Exchange session key PEM Insecure Vehicles and RSUs Exchange LBSIs OPCP Secure* Driver/owner and KDC Exchange PWD and VCP Insecure Vehicles, RSUs, TM and KDC"
17,0,0,0,0,5,9,/SUOVAD+CMR10,9.96,242.28,610.23,346.88,620.19,610.23,221.7,242.28,248.39,Figure 3: VRP & VUAP.
17,0,0,0,0,39,6,/NJVWMM+CMMI12,11.96,64.51,558.98,555.48,587.18,558.98,254.71,64.51,39.8,"KDC publishes the description of the groups G , G  G . Then, it announces two points12 andT P and Q that generate G  G , respectively. It makes the following public: e, f() and ψ , 1 and2"
17,0,0,0,0,17,6,/NAUQMW+CMR12,11.96,64.51,546.33,539.99,558.28,546.33,283.61,64.51,55.29,"where e is a bilinear mapping, f() is an identity function and ψ is the isomorphism between"
17,0,0,0,0,14,6,/NJVWMM+CMMI12,11.96,64.51,530.09,465.81,543.84,530.09,298.05,64.51,129.47,"G  G . Finally, it publishes the helper values (ref. Table I). 1 and2"
17,0,0,0,0,17,6,/NAUQMW+CMR12,11.96,82.07,517.44,578.21,529.39,517.44,312.5,82.07,17.06,A group key is generated if any of the following events occurs in VANET: (1) a new
17,0,0,0,0,32,6,/NAUQMW+CMR12,11.96,64.51,488.55,626.41,514.95,488.55,326.94,64.51,-31.13,"vehicle or an RSU is registered, (2) certiﬁcate validity of a registered vehicle has expired, (3) a vehicle is revoked and (4) any of the registered RSUs is replaced due to repair."
17,0,0,0,0,5,6,/GGAXSG+CMTI12,11.96,64.51,463.99,303.62,475.94,463.99,365.95,64.51,291.66,5.2. Vehicle Registration Protocol (VRP)
17,0,0,0,0,13,6,/NAUQMW+CMR12,11.96,82.07,448.39,553.46,460.35,448.39,381.54,82.07,41.82,"This protocol aims to register vehicles with a trusted authority, KDC. The registration"
17,0,0,0,0,113,6,/NAUQMW+CMR12,11.96,64.51,347.27,614.45,450.24,347.27,391.65,64.51,-19.18,"th vehicle andprocedure between the i KDC  is presented below. A vehicle owner chooses a password and submits it to KDC . The owner gives an identity of the vehicle, which is the chassis number (Step 1) and provides their contact number, date of birth (DoB) and primary and secondary email IDs. KDC generates credentials for the vehicle (Step 3). For ) and corre- the ﬁxed departure time ( t) of the vehicle, KDC generates certiﬁcates ( Certdi x  (s.t. x ). KDC sends sponding public keys ( PKV ∗i ) suﬃcient for the vehicle by varying the credentials to the vehicle (Step 5). The vehicle stores the credentials (Steps 6 and 7)."
17,0,0,0,0,6,9,/SUOVAD+CMR10,9.96,70.49,313.1,195.99,323.06,313.1,518.83,70.49,399.29,"1) Send ID , PWD ;Vehicleii"
17,0,0,0,1,1,9,/NZSRLW+CMBX10,9.96,70.49,300.75,85.43,310.71,300.75,531.18,70.49,509.84,KDC
17,0,0,0,0,27,9,/JROCXJ+CMMI10,9.96,70.49,274.24,333.27,298.75,274.24,543.14,70.49,262.01,"2) Choose x ,t ,d,L VK ; Ensure x + δt = (0,1); d ∈R Zpd ̸ 3) Compute PKV  H (x ID ) ·Q, Vehicleii ="
17,0,0,0,0,10,9,/BNVFXK+CMMI7,9.96,83.77,262.24,287.45,274.8,262.24,567.1,83.77,307.83,"Cert  1 P, m = H (PWD ), ii =H(xID)+δt"
17,0,0,0,0,22,9,/JROCXJ+CMMI10,9.96,83.77,239.33,342.98,261.25,239.33,580.64,83.77,252.3,"n = H (m ID ), SID = H ( d ID ), VehicleVehicleii y = m n, C = H (y);"
17,0,0,0,0,4,9,/SUOVAD+CMR10,9.96,70.49,227.37,160.15,237.34,227.37,604.55,70.49,435.12,4) Maintain a tuple
17,0,0,0,0,24,9,/JROCXJ+CMMI10,9.96,70.49,200.87,342.7,225.38,200.87,616.51,70.49,252.57,"<SID,H ( x ID ) ,m,n,C,PKV ∗ ,ver ; gk >i ,Certi 5) Send H (x ID ) ,SID,C,n,m,PKV ∗ ,t ,GK ;di ,Certi"
17,0,0,0,0,11,9,/JROCXJ+CMMI10,9.96,70.49,176.56,285.41,189.12,176.56,652.77,70.49,309.87,"6) Store H (x ID ) ,PKV ∗ ,m,C,ver gki ,Certi"
17,0,0,0,0,5,9,/JROCXJ+CMMI10,9.96,83.77,167.2,244.19,177.16,167.2,664.73,83.77,351.08,in the tamper resistant module;
17,0,0,0,0,8,9,/SUOVAD+CMR10,9.96,70.49,155.25,229.53,165.21,155.25,676.68,70.49,365.75,"7) Store n,SID in the smart card ;"
17,0,0,0,0,5,6,/GGAXSG+CMTI12,11.96,64.51,129.19,291.66,141.15,129.19,700.74,64.51,303.62,5.3. RSU Registration Protocol (RSURP)
17,0,0,0,0,14,6,/NAUQMW+CMR12,11.96,82.07,110.59,513.0,125.55,110.59,716.34,82.07,82.27,The following protocol registers RSUs with KDC . KDC delivers L  GK  toRSUi and
17,0,0,0,0,15,6,/NJVWMM+CMMI12,11.96,64.51,99.15,537.57,111.11,99.15,730.78,64.51,57.71,RSU . KDC maintains a list of registered RSUs based on its geographical location. i
18,0,0,0,0,4,9,/SUOVAD+CMR10,9.96,70.49,687.15,147.26,697.11,687.15,144.78,70.49,448.02,1) Send ID ;RSUi
18,0,0,0,1,1,9,/NZSRLW+CMBX10,9.96,70.49,674.79,85.43,684.76,674.79,157.13,70.49,509.84,KDC
18,0,0,0,0,14,9,/SUOVAD+CMR10,9.96,70.49,650.88,203.31,672.8,650.88,169.09,70.49,391.97,"2) Choose L 0,1} ; RSUR {i ∈ 3) Send L ,GK,L RTM ;RSUii"
18,0,0,0,0,8,9,/JROCXJ+CMMI10,9.96,70.49,624.08,313.42,636.54,624.08,205.35,70.49,281.86,"4) Store L ,L resistant module;RSURTMii in tamper"
18,0,0,0,1,1,9,/NZSRLW+CMBX10,9.96,70.49,614.22,85.43,624.18,614.22,217.71,70.49,509.84,KDC
18,0,0,0,0,9,9,/JROCXJ+CMMI10,9.96,70.49,600.77,282.63,612.23,600.77,229.66,70.49,312.65,"5) Maintain a tuple <Id ,L ,ver ;RSURSUgk >ii"
18,0,0,0,0,5,6,/GGAXSG+CMTI12,11.96,64.51,574.37,279.71,586.33,574.37,255.56,64.51,315.57,5.4. TM Registration Protocol (TMRP)
18,0,0,0,0,16,6,/NAUQMW+CMR12,11.96,82.07,556.93,558.91,568.89,556.93,273.0,82.07,36.36,The goal of this protocol is to register TMs with the KDC. The below protocol explains
18,0,0,0,0,15,6,/NAUQMW+CMR12,11.96,64.51,542.49,458.06,558.78,542.49,283.11,64.51,137.21,th TM withthe steps involved during the registration of i KDC . KDC delivers L
18,0,0,0,0,3,13,/VYYMPD+CMMI8,7.97,489.59,539.48,527.74,552.65,539.48,289.24,489.59,67.54,TM i and
18,0,0,0,0,18,6,/NJVWMM+CMMI12,11.96,64.51,526.25,570.77,540.0,526.25,301.89,64.51,24.51,RL  TM . KDC maintains a list of registered TMs and its long-term secret. The execu- i toi
18,0,0,0,0,14,6,/NAUQMW+CMR12,11.96,64.51,513.6,518.81,525.55,513.6,316.34,64.51,76.47,tion of this protocol is less frequent as TMs are ﬁxed compared to vehicles.
18,0,0,0,0,4,9,/SUOVAD+CMR10,9.96,70.49,479.43,143.89,489.39,479.43,352.5,70.49,451.38,1) Send ID ;TMi
18,0,0,0,1,1,9,/NZSRLW+CMBX10,9.96,70.49,467.07,85.43,477.04,467.07,364.85,70.49,509.84,KDC
18,0,0,0,0,8,9,/SUOVAD+CMR10,9.96,70.49,452.63,199.94,465.08,452.63,376.81,70.49,395.33,"2) Choose L 0,1} ; TMR {i ∈"
18,0,0,0,0,6,9,/JROCXJ+CMMI10,9.96,70.49,443.16,193.71,453.12,443.16,388.77,70.49,401.57,"3) Send L ,L ,RL ;TMRTMiii"
18,0,0,0,0,8,9,/JROCXJ+CMMI10,9.96,70.49,416.36,310.05,428.81,416.36,413.07,70.49,285.22,"4) Store L ,L resistant module;TMRTMii in tamper"
18,0,0,0,1,1,9,/NZSRLW+CMBX10,9.96,70.49,406.5,85.43,416.46,406.5,425.43,70.49,509.84,KDC
18,0,0,0,0,9,9,/JROCXJ+CMMI10,9.96,70.49,393.05,270.28,404.51,393.05,437.38,70.49,324.99,"5) Maintain a tuple <Id ,L ,RL ;TMTMi >ii"
18,0,0,0,0,6,6,/GGAXSG+CMTI12,11.96,64.51,366.65,351.44,378.6,366.65,463.29,64.51,243.84,5.5. Vehicle User Authentication Protocol (VUAP)
18,0,0,0,0,13,6,/NAUQMW+CMR12,11.96,82.07,349.21,608.1,361.17,349.21,480.72,82.07,-12.82,The objective of this protocol is to authenticate vehicle user/owner. The protocol pre-
18,0,0,0,0,123,6,/NAUQMW+CMR12,11.96,64.51,233.65,614.45,346.72,233.65,495.17,64.51,-19.18,"sented below preserves the conditional anonymity and unlinkability of vehicles. A vehicle user/owner enters a password after inserting a smart card (Step 1). The smart card performs the computations (Step 2), where Tc is the current time, and sends the message (Step 3). The vehicle performs two checks (Step 4). The ﬁrst check is for the time delay, where Tr is the time the message is received to prevent the replay attack. In the second check, the vehicle checks validity of H(H(y) ∥ T ) by comparing it with H(C ∥ T ), where C is fetched cc from the tamper-resistant module. Unless the two checks are valid, the vehicle aborts the authentication and blocks the user from accessing the vehicle (Step 5)."
18,0,0,0,0,31,9,/SUOVAD+CMR10,9.96,70.49,174.07,320.03,209.44,174.07,632.45,70.49,275.25,"1) Enter PWD ; i 2) Compute m = H (PWD ),y =  m n,H (H (y) ∥ T ); ic 3) Send T H (H (y) ∥ T );c ∥c"
18,0,0,0,0,22,9,/JROCXJ+CMMI10,9.96,70.49,149.76,324.31,161.22,149.76,680.67,70.49,270.97,"4) Check | T T |≤ ∆ T, H (H (y) ∥ T ) == H (C ∥ T ); r −ccc"
18,0,0,0,0,5,9,/SUOVAD+CMR10,9.96,70.49,139.3,220.46,149.26,139.3,692.63,70.49,374.81,5) Authenticate the vehicle user;
19,0,0,0,0,10,6,/GGAXSG+CMTI12,11.96,64.51,706.87,578.59,718.83,706.87,123.06,64.51,16.69,5.6. Tri-party Key Dissemination Protocol for Vehicle to Infrastructure Communication
19,0,0,0,1,1,6,/GGAXSG+CMTI12,11.96,89.62,692.43,125.48,704.38,692.43,137.51,89.62,469.79,(TV2I)
19,0,0,0,0,16,6,/NAUQMW+CMR12,11.96,82.07,674.99,632.01,686.95,674.99,154.94,82.07,-36.73,The objective of this protocol is to exchange keys to vehicles from a trusted authority via
19,0,0,0,0,49,6,/NAUQMW+CMR12,11.96,64.51,631.65,590.54,672.5,631.65,169.39,64.51,4.74,"RSUs. The parties involved in this protocol are vehicles, RSUs and KDC. The TV2I prototh vehicle andcol below depicts steps involved between the i KDC when the vehicle crosses th RSU to either ( th or ( th RSU. The vehicle forwardsthe boundary of ii1)i+ 1) M and σ"
19,0,0,0,0,108,6,/NAUQMW+CMR12,11.96,64.51,544.98,608.47,629.16,544.98,212.73,64.51,-13.2,"to RSU  KDC  (Step 3). The RSU constructs U  and ( ) (Step 5) i for proving its identity to2 to prove its authenticity, and it forwards the message to KDC (Step 6). KDC  veriﬁes the tag of the RSU, matches SID with the stored SID , checks the validity ( t) of the vehicle d and the version of the key (ver) held by the vehicle and veriﬁes the tag of the vehicle (Step gk 7). KDC aborts authentication if either one of the cases occurs: the tags are invalid, the validity of the vehicle is expired and version of the key matches with the current version."
19,0,0,0,0,17,6,/NJVWMM+CMMI12,11.96,64.51,530.53,560.65,542.49,530.53,299.4,64.51,34.62,"KDC recovers random numbers that are sent by the vehicle and the RSU (Step 9), and it"
19,0,0,0,0,138,6,/NAUQMW+CMR12,11.96,64.51,414.97,632.38,528.04,414.97,313.85,64.51,-37.11,"performs Step 10. The tags in Step 10 are computed based on the request received from the th RSU delivers the message in Step 6, then the tags for the ciphertexts RSU. That is, if the i th and ( th RSU. The two additional tags are will be additionally computed for ( i1)i+ 1) generated to uninterruptedly deliver the message to the vehicle regardless of its direction of mobility. The vehicle can acquire the key and construct the next session identiﬁer ( SID) by following Step 14. As the key conﬁrmation step, the vehicle computes a tag (Step 15), and it forwards to the RSU. Now, the vehicle is assumed to be on the boundary of new RSU th or ( th(i.e. either ( i1)i+ 1). The RSU computes a tag, and it forwards the message to"
19,0,0,0,0,15,6,/NJVWMM+CMMI12,11.96,64.51,400.52,539.28,412.48,400.52,429.41,64.51,56.0,"KDC (Step 17 and 18, respectively). KDC  veriﬁes the tags and updates the tuple (Step"
19,0,0,0,0,23,6,/NAUQMW+CMR12,11.96,64.51,371.63,620.43,398.03,371.63,443.86,64.51,-25.15,"19 and 20). It should be noted that if any of the veriﬁcations or decryptions fail, then the concerned party aborts the protocol."
20,0,0,0,0,39,9,/JROCXJ+CMMI10,9.96,70.49,686.65,357.83,710.06,686.65,131.83,70.49,237.44,"1) S  ∈ 0,1} , T = H (L GK ), B = S T ⊕ L GK ; R {VK ∥VK ⊕ 2) σ  H (SID ∥ B ∥ L , M = SID,B ; 1 =VK )"
20,0,0,0,0,4,9,/SUOVAD+CMR10,9.96,70.49,676.19,138.24,686.15,676.19,155.74,70.49,457.03,"3) Send M,σ ;1"
20,0,0,0,0,41,9,/JROCXJ+CMMI10,9.96,70.49,627.97,363.66,661.84,627.97,180.05,70.49,231.61,"4) R ∈{ 0,1} , U = H (L GK ),Q =  R L U ⊕ GK ; RSURSUi ∥i ⊕ 5) σ  H (Q M ∥ RSU L ); 2 =1 ∥i ∥RSUi 6) Send M,RSU ,Q,σ 1 ,σ ;i2"
20,0,0,0,1,1,9,/NZSRLW+CMBX10,9.96,70.49,615.62,85.43,625.58,615.62,216.31,70.49,509.84,KDC
20,0,0,0,0,56,9,/JROCXJ+CMMI10,9.96,70.49,566.3,326.87,613.62,566.3,228.27,70.49,268.41,"7) Verify σ , Match <SID,ver gk ,t ; 2d >, Verify σ1 8) Check the tuple <ID ,...,ver gk ; RSU > 9) S  = B T ⊕ L GK, R = Q U ⊕ L GK ; VK ⊕RSUi ⊕ 10) Choose r 0,1} , ζ  { GK r SID }S, R {S ="
